,alias,x,g1,g2,y,g1hat,g2hat,yhat
571,C2H6O2,"[57.          8.55859375  5.80887277  3.75390625 18.          0.37176339
  3.78878348]",14.799009665612889,1.2455377520701225,9299147.29,14.797003307843797,1.2707548531671915,9311421.91258223
572,C2H6O2,"[67.          7.14229911  5.6358817   6.06640625 16.          1.63537946
  5.13643973]",14.834387517601623,2.1904546229208566,14183675.2,14.83658325334062,2.1839633123378386,14219401.385896843
573,C2H6O2,"[45.          6.51953125  5.20061384  7.94140625 10.          0.63091518
  5.97628348]",15.102864695353324,0.6256516351306833,15614823.0,15.103943933005036,0.6230744299807807,15633809.21268859
574,C2H6O2,"[65.          3.09430804  5.04157366  6.90234375 20.          1.83627232
  5.58844866]",14.954944520985054,2.5888554620371016,14075541.2,14.95610802723121,2.609444804368439,14084840.957366303
575,C2H6O2,"[71.          1.51729911  5.89257812  3.57421875 11.          0.58270089
  4.96902902]",14.084697283724687,1.914200873604802,7499032.71,14.089072299854195,1.921618372333677,7480789.483402191
576,C2H6O2,"[44.          1.12555804  3.88364955  6.37109375 14.          0.57667411
  4.71791295]",15.259433795976696,1.6187122371719909,10801161.7,15.260839282643472,1.6351672496518916,10804937.708115526
577,C2H6O2,"[42.          1.08537946  5.07784598  7.65234375 16.          1.66953125
  3.7608817 ]",14.290325122287163,1.631002266634278,13159175.8,14.292810899567979,1.6289420545824658,13162102.715839108
578,C2H6O2,"[66.          5.01283482  4.15987723  1.22265625  9.          1.57310268
  4.05106027]",14.214496028963122,7.833106774857141,7079423.74,14.21716691883354,7.835525359829921,7077420.45468483
579,C2H6O2,"[59.          3.79743304  3.56277902  5.94921875 17.          0.95234375
  4.77371652]",16.446599646456708,2.9338572140189365,12291424.1,16.44314554181472,2.94829524485028,12289024.77001193
580,C2H6O2,"[42.          1.22600446  5.3233817   2.41796875  9.          1.11305804
  4.75418527]",14.406100596224327,4.6013173199699935,5998050.56,14.408101055951171,4.628888119649969,6001114.219557469
581,C2H6O2,"[44.          7.44363839  4.04827009  3.55078125 11.          1.16328125
  3.56835938]",15.753452393125768,5.0240760837833385,10766366.0,15.753756068095313,4.989023928255106,10772076.971093707
582,C2H6O2,"[56.          2.67243304  3.68554688  2.81640625 14.          0.52845982
  4.09570312]",16.341239122798882,5.7428428011315855,7342924.84,16.339578123368476,5.694607258413789,7354787.055456195
583,C2H6O2,"[53.          1.40680804  5.05552455  3.37109375 13.          0.64296875
  3.52092634]",14.643332204932484,2.7844904259209837,6867001.69,14.642855007245956,2.7850936776801705,6869290.926254237
584,C2H6O2,"[70.          2.22042411  5.96512277  3.78515625 11.          1.36216518
  5.10574777]",14.240157831421199,3.1292815866184798,8602783.37,14.234750416437748,3.1181426253079643,8606611.95316222
585,C2H6O2,"[78.          4.29966518  3.65485491  4.58984375 20.          1.74988839
  4.57282366]",16.489159262668743,6.940735949141649,11331763.2,16.48642291081112,6.948550127713309,11324991.971311366
586,C2H6O2,"[57.          7.45368304  3.54603795  2.30078125 12.          1.38426339
  3.71902902]",16.446599646456708,8.895341522164864,9530128.57,16.40167031819924,8.846047739708187,9550115.937357154
587,C2H6O2,"[56.          6.33872768  5.81445312  5.57421875 16.          1.81015625
  5.5577567 ]",14.68539449795436,2.801299513921142,13053724.4,14.680655935000592,2.815465295547997,13035919.410706682
588,C2H6O2,"[77.          9.23158482  5.2061942   6.83203125 10.          1.37823661
  3.99246652]",15.209836842860083,1.3871649635000296,15540041.1,15.209734573379338,1.381233420510892,15583999.45499226
589,C2H6O2,"[68.          2.10993304  3.57952009  5.83984375 12.          1.89252232
  5.06110491]",16.041134501320556,4.040683024920704,11934256.5,16.044144516690704,4.045226961949624,11918971.950513374
590,C2H6O2,"[79.          8.85993304  4.86300223  6.08984375 20.          0.26930804
  5.31780134]",15.497518977461102,0.5358151581766811,14004002.4,15.497528571939103,0.5344504242641759,14008845.427113676
591,C2H6O2,"[70.          4.50055804  4.59514509  7.16796875 16.          1.54296875
  4.79882812]",15.481518632972541,2.113226390071162,14863091.2,15.482928959689424,2.0826669365036956,14900114.630026218
592,C2H6O2,"[52.          4.77176339  4.87137277  5.45703125 13.          1.18939732
  5.20340402]",15.329638070615735,2.4113669697793876,11798310.8,15.32790005227941,2.4344588292968328,11811019.868081085
593,C2H6O2,"[41.          1.56752232  5.83677455  2.23828125 14.          1.92868304
  4.0594308 ]",14.026230779326228,8.799445085610127,6168890.32,14.026652742868256,8.831203492047642,6166585.498974326
594,C2H6O2,"[72.          1.82868304  5.06668527  5.98046875 16.          0.70926339
  4.61746652]",14.680632582328803,1.0961194312622098,11001934.6,14.681189420772554,1.06825074274197,10962160.061080227
595,C2H6O2,"[56.          6.85100446  4.09570312  5.43359375 17.          0.31551339
  5.02483259]",16.158917550004926,1.3245128179397345,12565461.8,16.155344576995496,1.3316936647180946,12564487.536309212
596,C2H6O2,"[76.          6.71037946  3.97014509  5.05859375 12.          0.20301339
  5.94280134]",16.29244895462945,1.2934955997386512,12511964.3,16.29304508835159,1.29410073392929,12504355.878662432
597,C2H6O2,"[64.          8.33761161  5.78655134  6.05078125  8.          0.51238839
  5.52985491]",14.759686104354788,0.632432489428188,17214518.4,14.763189332376271,0.6559201065353326,17178393.73159723
598,C2H6O2,"[50.          7.25279018  4.24916295  4.30859375 17.          0.60881696
  4.70396205]",16.050436895751456,2.7065839207250617,11466849.9,16.057608687616302,2.707702254211643,11479861.274740003
599,C2H6O2,"[69.          5.88671875  5.88420759  2.19921875 10.          1.38225446
  3.64648438]",14.716912271460771,6.401914255862497,7603272.59,14.724194858079272,6.303040313102699,7604503.414067701
600,C2H6O2,"[52.          1.48716518  5.10574777  4.27734375 18.          1.66551339
  4.32170759]",14.592038887506815,4.916220500231835,9468089.95,14.589827774039513,4.92872509263332,9448829.790088851
601,C2H6O2,"[68.          1.09542411  5.56612723  2.90234375 15.          0.30546875
  4.97739955]",14.126119402017862,2.16544441557123,6276520.55,14.122348337450816,2.2476375026037,6259809.715238484
602,C2H6O2,"[75.          6.81082589  5.33175223  6.73046875 11.          1.91261161
  5.69447545]",15.039685775567602,2.1309839940120483,15618547.2,15.039471114173178,2.1568653185919837,15688010.51722655
